conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,year,intensity_level,cumulative_intensity,type_of_conflict
14113,Mali,Government of Mali,72,"Government of Armenia, Government of Australia, Government of Austria, Government of Bangladesh, Government of Belgium, Government of Benin, Government of Bhutan, Government of Bosnia-Herzegovina, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Canada, Government of Chad, Government of China, Government of Czech Republic, Government of Denmark, Government of Egypt, Government of El Salvador, Government of Estonia, Government of Ethiopia, Government of Finland, Government of France, Government of Gambia, Government of Germany, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Indonesia, Government of Iran, Government of Ireland, Government of Italy, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Latvia, Government of Liberia, Government of Lithuania, Government of Luxembourg, Government of Mauritania, Government of Mexico, Government of Nepal, Government of Netherlands, Government of Niger, Government of Nigeria, Government of Norway, Government of Pakistan, Government of Portugal, Government of Romania, Government of Senegal, Government of Sierra Leone, Government of Spain, Government of Sri Lanka, Government of Sweden, Government of Switzerland, Government of Togo, Government of Tunisia, Government of Turkey, Government of Ukraine, Government of United Kingdom, Government of United States of America, Government of Zambia",IS,234,,1,2021,1,0,4
14129,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,2017,1,0,3
14129,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,2018,1,0,3
14129,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,2019,1,1,3
14129,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,2020,1,1,3
14129,Cameroon,Government of Cameroon,83,,Ambazonia insurgents,7332,,1,2021,1,1,3
14197,Somalia,Government of Somalia,95,Government of United States of America,IS,234,,1,2019,1,0,4
14197,Somalia,Government of Somalia,95,Government of United States of America,IS,234,,1,2020,1,0,4
14197,Somalia,Government of Somalia,95,,IS,234,,1,2021,1,0,3
14268,Iran,Government of Iran,114,,IS,234,,1,2017,1,0,3
14275,Philippines,Government of Philippines,154,,IS,234,,1,2016,1,0,3
14275,Philippines,Government of Philippines,154,,IS,234,,1,2017,2,1,3
14275,Philippines,Government of Philippines,154,,IS,234,,1,2018,1,1,3
14275,Philippines,Government of Philippines,154,,IS,234,,1,2019,1,1,3
14275,Philippines,Government of Philippines,154,,IS,234,,1,2020,1,1,3
14275,Philippines,Government of Philippines,154,,IS,234,,1,2021,1,1,3
14333,Tunisia,Government of Tunisia,110,,IS,234,,1,2016,1,0,3
14609,"Iran, Israel",Government of Iran,114,,Government of Israel,121,,2,2018,1,0,2
14609,"Iran, Israel",Government of Iran,114,,Government of Israel,121,,2,2019,1,0,2
14609,"Iran, Israel",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,2020,1,0,2
14609,"Iran, Israel",Government of Iran,114,,Government of Israel,121,Government of United States of America,2,2021,1,0,2
14692,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",IS,234,,1,2019,1,0,4
14692,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",IS,234,,1,2020,1,0,4
14692,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Kenya, Government of Nepal, Government of South Africa, Government of Tanzania, Government of Uganda",IS,234,,1,2021,1,1,4
14845,Mozambique,Government of Mozambique,100,,IS,234,,1,2019,1,0,3
14845,Mozambique,Government of Mozambique,100,,IS,234,,1,2020,1,1,3
14845,Mozambique,Government of Mozambique,100,"Government of Angola, Government of Botswana, Government of DR Congo (Zaire), Government of Lesotho, Government of Malawi, Government of Rwanda, Government of South Africa, Government of Tanzania, Government of Zambia",IS,234,,1,2021,1,1,4
14935,Ethiopia,Government of Ethiopia,97,,Military faction (forces of Asaminew Tsige),7438,,1,2019,1,0,3
15183,Tanzania,Government of Tanzania,92,,IS,234,,1,2020,1,0,3
15283,Central African Republic,Government of Central African Republic,86,"Government of Bangladesh, Government of Benin, Government of Bhutan, Government of Bolivia, Government of Brazil, Government of Burkina Faso, Government of Burundi, Government of Cambodia (Kampuchea), Government of Cameroon, Government of Congo, Government of Djibouti, Government of DR Congo (Zaire), Government of Egypt, Government of France, Government of Gabon, Government of Gambia, Government of Ghana, Government of Guatemala, Government of Guinea, Government of Hungary, Government of Indonesia, Government of Ivory Coast, Government of Jordan, Government of Kenya, Government of Madagascar, Government of Mali, Government of Mauritania, Government of Moldova, Government of Morocco, Government of Nepal, Government of Niger, Government of Nigeria, Government of Pakistan, Government of Paraguay, Government of Peru, Government of Romania, Government of Rwanda, Government of Senegal, Government of Serbia (Yugoslavia), Government of Sri Lanka, Government of Tanzania, Government of Thailand, Government of Togo, Government of Tunisia, Government of Turkey, Government of United States of America, Government of Vietnam (North Vietnam), Government of Yemen (North Yemen), Government of Zambia",FPRC,4007,,1,2015,1,0,4
200,Bolivia,Government of Bolivia,23,,Popular Revolutionary Movement,719,,2,1946,2,1,3
200,Bolivia,Government of Bolivia,23,,MNR,720,,2,1952,1,1,3
200,Bolivia,Government of Bolivia,23,,ELN,721,,2,1967,1,1,3
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,1946,1,0,1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,1947,1,0,1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,1948,1,0,1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,1949,1,0,1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,1950,1,0,1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,1951,1,0,1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,1952,1,0,1
201,Cambodia (Kampuchea),Government of France,33,,Khmer Issarak,160,,1,1953,1,0,1
202,China,Government of China,135,,PLA,161,,2,1946,2,1,3
202,China,Government of China,135,,PLA,161,,2,1947,2,1,3
202,China,Government of China,135,,PLA,161,,2,1948,2,1,3
202,China,Government of China,135,,PLA,161,,2,1949,2,1,3
203,Greece,Government of Greece,52,,DSE,162,,2,1946,2,1,3
203,Greece,Government of Greece,52,,DSE,162,,2,1947,2,1,3
203,Greece,Government of Greece,52,,DSE,162,,2,1948,2,1,3
203,Greece,Government of Greece,52,,DSE,162,,2,1949,2,1,3
204,Indonesia,Government of Netherlands,30,,Indonesian People's Army,163,,1,1946,1,0,1
204,Indonesia,Government of Netherlands,30,,Indonesian People's Army,163,,1,1947,1,0,1
204,Indonesia,Government of Netherlands,30,,Indonesian People's Army,163,,1,1948,1,0,1
204,Indonesia,Government of Netherlands,30,,Indonesian People's Army,163,,1,1949,1,0,1
205,Iran,Government of Iran,114,,KDPI,164,Government of Russia (Soviet Union),1,1946,1,0,4
205,Iran,Government of Iran,114,,KDPI,164,,1,1966,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1967,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1968,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1979,2,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1980,2,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1981,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1982,2,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1983,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1984,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1985,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1986,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1987,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1988,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1990,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1993,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,1996,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,2016,1,1,3
205,Iran,Government of Iran,114,,KDPI,164,,1,2018,1,1,3
206,Iran,Government of Iran,114,,Republic of Azerbaijan,165,Government of Russia (Soviet Union),1,1946,1,0,4
207,Israel,Government of United Kingdom,28,,IZL [Etzel],166,,1,1946,1,0,1
208,Laos,Government of France,33,,Lao Issara,167,,1,1946,1,0,1
208,Laos,Government of France,33,,Lao Issara,167,,1,1947,1,0,1
208,Laos,Government of France,33,,Lao Issara,167,,1,1948,1,0,1
208,Laos,Government of France,33,,Lao Issara,167,,1,1949,1,0,1
208,Laos,Government of France,33,,Lao Issara,167,,1,1950,1,1,1
208,Laos,Government of France,33,,Lao Issara,167,,1,1951,1,1,1
208,Laos,Government of France,33,,Lao Issara,167,,1,1952,1,1,1
208,Laos,Government of France,33,,Lao Issara,167,,1,1953,1,1,1
209,Philippines,Government of Philippines,154,,Huk,168,,2,1946,2,1,3
209,Philippines,Government of Philippines,154,,Huk,168,,2,1947,2,1,3
209,Philippines,Government of Philippines,154,,Huk,168,,2,1948,2,1,3
209,Philippines,Government of Philippines,154,,Huk,168,,2,1949,2,1,3
209,Philippines,Government of Philippines,154,,Huk,168,,2,1950,2,1,3
209,Philippines,Government of Philippines,154,,Huk,168,,2,1951,2,1,3
209,Philippines,Government of Philippines,154,,Huk,168,,2,1952,2,1,3
209,Philippines,Government of Philippines,154,,Huk,168,,2,1953,2,1,3
209,Philippines,Government of Philippines,154,,Huk,168,,2,1954,2,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1969,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1970,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1971,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1972,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1973,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1974,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1975,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1976,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1977,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1978,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1979,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1980,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1981,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1982,2,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1983,2,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1984,2,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1985,2,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1986,2,1,3
209,Philippines,Government of Philippines,154,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","169, 170",,2,1987,2,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1988,1,1,3
209,Philippines,Government of Philippines,154,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","169, 170",,2,1989,1,1,3
209,Philippines,Government of Philippines,154,,"CPP, Military faction (forces of Honasan, Abenina & Zumel)","169, 170",,2,1990,2,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1991,2,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1992,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1993,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1994,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1995,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1997,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,1999,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2000,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2001,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2002,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2003,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2004,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2005,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2006,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2007,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2008,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2009,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2010,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2011,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2012,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2013,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2014,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2015,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2016,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2017,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2018,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2019,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2020,1,1,3
209,Philippines,Government of Philippines,154,,CPP,169,,2,2021,1,1,3
210,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Forest Brothers,171,,1,1946,1,0,3
210,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Forest Brothers,171,,1,1947,1,1,3
